DateRep;Nombre de jours;Chine;Chine cumul;Chine 100;Chine moyenne;Corée;Corée cumul;Corée 100;Corée moyenne;Japon;Japon cumul;Japon 100;Japon moyenne;France;France cumul;France 100;France moyenne;Allemagne;Allemagne cumul;Allemagne 100;Allemagne moyenne;Royaume-Uni;Royaume-Uni cumul;Royaume-Uni 100;Royaume-Uni moyenne;Italie;Italie cumul;Italie 100;Italie moyenne;Espagne;Espagne cumul;Espagne 100;Espagne moyenne;États-Unis;États-Unis cumul;États-Unis 100;États-Unis moyenne;Iran;Iran cumul;Iran 100;Iran moyenne;Brésil;Brésil cumul;Brésil 100;Brésil moyenne;Turquie;Turquie cumul;Turquie 100;Turquie moyenne;Suède;Suède cumul;Suède 100;Suède moyenne;Danemark;Danemark cumul;Danemark 100;Danemark moyenne;Norvège;Norvège cumul;Norvège 100;Norvège moyenne;Finlande;Finlande cumul;Finlande 100;Finlande moyenne;Russie;Russie cumul;Russie 100;Russie moyenne;Australie;Australie cumul;Australie 100;Australie moyenne;Nouvelle-Zélande;Nouvelle-Zélande cumul;Nouvelle-Zélande 100;Nouvelle-Zélande moyenne;Singapour;Singapour cumul;Singapour 100;Singapour moyenne;Inde;Inde cumul;Inde 100;Inde moyenne;Pérou;Pérou cumul;Pérou 100;Pérou moyenne;Mexique;Mexique cumul;Mexique 100;Mexique moyenne;Chili;Chili cumul;Chili 100;Chili moyenne
2019-12-31;1;27;27;80;81;0;0;80;0;0;0;93;6;0;0;100;24;0;0;111;20;0;0;85;10;0;0;79;92;0;0;136;19;0;0;89;6;0;0;95;14;0;0;98;5;;0;98;20;0;0;137;3;0;0;113;3;0;0;86;5;0;0;155;10;0;0;93;15;0;0;80;5;0;0;102;5;0;0;98;1;0;0;93;5;;0;86;4;0;0;93;7;;0;75;2
2020-01-01;2;0;27;216;117;0;0;155;0;0;0;105;8;0;0;130;28;0;0;129;26;0;0;115;14;0;0;132;124;0;0;192;27;0;0;103;6;0;0;139;20;0;0;121;7;;0;191;38;0;0;161;5;0;0;264;3;0;0;113;8;0;0;183;29;0;0;114;17;0;0;100;5;0;0;142;6;0;0;102;1;0;0;125;7;;0;117;6;0;0;118;9;;0;156;3
2020-01-02;3;0;27;235;178;0;0;345;0;0;0;132;9;0;0;178;38;0;0;157;34;0;0;163;21;0;0;229;150;0;0;267;37;0;0;125;4;0;0;245;34;0;0;200;10;;0;359;71;0;0;203;8;0;0;516;4;0;0;147;12;0;0;210;33;0;0;147;24;0;0;112;7;0;0;189;7;0;0;106;2;0;0;137;7;;0;145;6;0;0;164;13;;0;201;3
2020-01-03;4;17;44;386;253;0;0;601;0;0;0;144;10;0;0;212;55;0;0;196;50;0;0;206;26;0;0;322;222;0;0;348;47;0;0;159;5;0;0;388;53;0;0;234;12;;0;670;111;0;0;248;18;0;0;676;5;0;0;169;15;0;0;267;32;0;0;199;30;0;0;126;7;0;0;262;9;0;0;108;2;0;0;165;8;;0;234;9;0;0;203;12;;0;238;5
2020-01-04;5;0;44;526;363;0;0;762;0;0;0;144;11;0;0;285;79;0;0;262;90;0;0;273;34;0;0;400;258;0;0;531;71;0;0;233;8;0;0;593;81;0;0;291;15;;0;947;135;0;0;326;21;0;0;804;15;0;0;192;19;0;0;272;40;0;0;253;35;0;0;156;10;0;0;338;12;0;0;110;2;0;0;191;8;;0;263;11;0;0;251;15;;0;342;6
2020-01-05;6;15;59;623;592;0;0;892;1;0;0;164;12;0;0;423;88;0;0;400;105;0;0;321;40;0;0;650;311;0;0;764;101;0;0;338;7;0;0;978;134;0;0;428;25;;0;1236;174;0;0;462;27;0;0;827;37;0;0;277;21;0;0;319;39;0;0;306;54;0;0;197;10;0;0;416;16;0;0;112;2;0;0;231;9;;0;318;15;0;0;316;21;;0;434;8
2020-01-06;7;0;59;882;781;0;0;1146;1;0;0;186;12;0;0;613;142;0;0;684;110;0;0;373;46;0;0;888;384;0;0;1094;145;0;0;433;10;0;0;1501;206;0;0;621;30;;0;1529;212;0;0;620;33;0;0;875;72;0;0;489;24;0;0;369;40;0;0;438;49;0;0;249;11;0;0;476;19;0;0;117;2;0;0;320;9;;0;363;18;0;0;367;25;;0;537;9
2020-01-07;8;0;59;1323;1016;0;0;1595;2;0;0;210;14;0;0;716;176;0;0;847;140;0;0;456;53;0;0;1128;458;0;0;1527;199;0;0;554;14;0;0;2336;320;0;0;904;37;;0;1872;253;0;0;775;43;0;0;932;94;0;0;621;35;0;0;400;44;0;0;438;54;0;0;298;14;0;0;552;24;0;0;130;3;0;0;439;8;;0;395;30;0;0;405;30;;0;632;20
2020-01-08;9;0;59;1988;1262;0;0;2022;2;0;0;230;15;0;0;1126;225;0;0;902;157;0;0;590;68;0;0;1689;535;0;0;2299;301;0;0;754;25;0;0;2922;398;0;0;1128;54;;0;2433;320;0;0;924;61;0;0;1024;112;0;0;621;62;0;0;450;35;0;0;495;73;0;0;375;19;0;0;647;33;0;0;138;2;0;0;492;12;;0;416;32;0;0;475;38;;0;746;26
2020-01-09;10;0;59;2775;1498;0;0;2931;2;0;0;239;17;0;0;1412;285;0;0;1139;186;0;0;707;78;0;0;2036;679;0;0;3274;430;0;0;1025;39;0;0;3513;467;0;0;1546;78;;0;3629;467;0;0;1032;80;0;0;1115;114;0;0;907;76;0;0;521;38;0;0;658;92;0;0;454;25;0;0;647;43;0;0;150;2;0;0;562;12;;0;558;39;0;0;585;41;;0;922;31
2020-01-10;11;0;59;4528;1773;0;0;3526;2;0;0;254;18;0;0;1784;350;0;0;1296;281;0;0;1140;133;0;0;2502;812;0;0;4427;583;0;0;1312;52;0;0;4747;623;0;0;1891;115;;0;5698;718;0;0;1121;91;0;0;1151;120;0;0;1077;73;0;0;626;44;0;0;840;112;0;0;565;31;0;0;723;52;0;0;160;3;0;0;649;13;;0;580;42;0;0;717;45;;0;1142;44
2020-01-11;12;0;59;5994;2062;0;0;4212;3;0;0;254;15;0;0;2281;435;0;0;1567;340;0;0;1391;160;0;0;3089;1019;0;0;5958;775;0;0;1663;66;0;0;5823;747;0;0;2201;144;;0;7402;922;0;0;1167;109;0;0;1255;117;0;0;1169;109;0;0;700;51;0;0;1036;137;0;0;709;39;0;0;772;59;0;0;166;4;0;0;724;17;;0;635;44;0;0;848;51;;0;1306;56
2020-01-12;13;0;59;7734;2274;0;0;4812;2;0;0;268;16;0;0;2876;540;0;0;2369;421;0;0;1543;175;0;0;3858;1092;0;0;7641;982;0;0;2174;93;0;0;6566;798;0;0;2433;192;;0;9217;1140;0;0;1301;118;0;0;1326;109;0;0;1308;130;0;0;792;61;0;0;1264;157;0;0;874;49;0;0;824;64;0;0;178;4;0;0;873;21;;0;671;43;0;0;993;60;;0;1610;68
2020-01-13;14;0;59;9714;2618;0;0;5328;2;0;0;317;16;0;0;3661;614;0;0;3062;562;0;0;1950;225;0;0;4636;1339;0;0;9785;1242;0;0;2951;129;0;0;7161;809;0;0;2915;237;;0;10827;1328;0;0;1423;125;0;0;1395;86;0;0;1423;140;0;0;880;68;0;0;1534;200;0;0;1098;63;0;0;872;72;0;0;187;3;0;0;979;33;;0;852;59;0;0;1094;73;;0;1909;80
2020-01-14;15;0;59;11809;2902;0;0;5766;1;0;0;349;15;0;0;4499;746;0;0;3795;696;0;0;2630;311;0;0;5883;1608;0;0;11491;1423;0;0;3774;165;0;0;8042;815;0;0;3417;273;;0;13531;1666;0;0;1623;120;0;0;1460;68;0;0;1552;147;0;0;958;73;0;0;1836;263;0;0;1709;79;0;0;911;65;0;0;200;3;0;0;1071;49;;0;950;49;0;0;1215;85;;0;2139;84
2020-01-15;16;0;59;14399;3070;0;0;6284;2;1;1;408;19;0;0;5423;849;0;0;4838;837;0;0;3277;384;0;0;7375;1861;0;0;13994;1671;0;0;4661;204;0;0;9000;868;0;0;3904;286;;0;15679;1892;0;0;1746;120;0;0;1591;64;0;0;1742;133;0;0;1025;80;0;0;2337;303;0;0;1823;97;0;0;943;66;0;0;214;4;0;0;1251;52;;0;1065;53;0;0;1378;97;;0;2449;103
2020-01-16;17;0;59;17211;3259;0;0;6767;2;0;1;455;20;0;0;6633;979;0;0;6012;947;0;0;3983;468;0;0;9172;2182;0;0;17688;2059;0;0;6427;262;0;0;10075;937;0;0;4256;328;;0;18135;2072;0;0;1906;115;0;0;1724;71;0;0;1926;133;0;0;1218;82;0;0;2777;387;0;0;2423;121;0;0;969;62;0;0;226;5;0;0;1397;61;;0;1323;50;0;0;1510;104;;0;2738;129
2020-01-17;18;4;63;20448;3262;0;0;7134;1;0;1;488;25;0;0;7730;1160;0;0;7156;1681;0;0;5018;554;0;0;10149;2372;0;0;21735;2473;0;0;9415;360;0;0;11364;945;0;0;4579;359;;0;20921;2175;0;0;2016;121;0;0;1877;74;0;0;2132;160;0;0;1218;100;0;0;3548;445;0;0;2799;202;0;0;992;58;0;0;243;5;0;0;1965;69;;0;1414;70;0;0;1688;116;;0;3031;138
2020-01-18;19;17;80;24320;3285;0;0;7382;1;0;1;514;31;0;0;9134;1279;0;0;8198;2161;0;0;5683;613;0;0;12462;2687;0;0;26304;2907;0;0;14250;460;0;0;12729;987;0;0;5717;397;;0;23934;2362;0;0;2272;117;0;0;2046;75;0;0;2371;146;0;0;1313;85;0;0;4149;495;0;0;3166;207;0;0;1015;57;0;0;266;5;0;0;2301;76;;0;1595;79;0;0;1890;129;;0;3404;168
2020-01-19;20;136;216;28047;3178;0;0;7513;1;0;1;568;33;0;0;10995;1423;0;0;14138;2524;0;0;6650;730;0;0;15113;3051;0;0;31750;3444;0;0;19624;558;0;0;13938;1053;0;0;6836;387;;0;27069;2550;0;0;2510;125;0;0;2201;81;0;0;2566;151;0;0;1384;88;0;0;4731;551;0;0;3378;281;0;0;1035;51;0;0;313;5;0;0;2902;92;;0;1746;93;0;0;2143;132;;0;3737;196
2020-01-20;21;19;235;31207;2915;1;1;7755;1;0;1;619;37;0;0;12612;1514;0;0;18187;2848;0;0;8077;875;0;0;17660;3322;0;0;36616;3833;0;0;26747;772;0;0;14991;1119;0;0;7910;384;;0;30217;2770;0;0;2806;128;0;0;2395;87;0;0;2916;172;0;0;1446;85;0;0;5389;644;0;0;3809;319;0;0;1049;42;0;0;345;5;0;0;3374;94;;0;2281;109;0;0;2439;139;;0;4161;215
2020-01-21;22;151;386;34625;4545;0;1;7869;1;0;1;675;43;0;0;14459;1889;0;0;21463;3314;0;0;9529;986;0;0;21157;3703;0;0;41262;4253;1;1;35206;1158;0;0;16169;1161;0;0;9056;502;;0;34109;2940;0;0;3046;158;0;0;2577;104;0;0;3156;180;0;0;1518;81;0;0;6343;737;0;0;4093;351;0;0;1064;46;0;0;385;5;0;0;4067;90;;0;2561;119;0;0;2785;149;;0;4471;243
2020-01-22;23;140;526;37232;4688;0;1;7979;0;0;1;737;43;0;0;16018;2082;0;0;24774;3485;0;0;11658;1197;0;0;23980;4194;0;0;48953;4994;0;1;46442;1798;0;0;17361;1194;0;0;10278;629;;0;38226;3221;0;0;3447;173;0;0;2860;113;0;0;3581;213;0;0;1615;80;0;0;7497;842;0;0;4557;358;0;0;1072;38;0;0;432;4;0;0;4421;108;;0;2954;137;0;0;3181;164;;0;4815;259
2020-01-23;24;97;623;40206;4562;0;1;8086;0;0;1;780;47;0;0;19856;2300;0;0;29212;4044;0;0;14543;1509;0;0;27980;4632;0;0;57506;5688;0;1;55231;2493;0;0;18407;1190;0;0;11130;714;;0;42282;3450;0;0;3700;198;0;0;3107;125;0;0;3845;229;0;0;1882;84;0;0;8672;940;0;0;4707;387;0;0;1078;35;0;0;455;3;0;0;5194;119;;0;4342;154;0;0;3441;192;;0;5116;270
2020-01-24;25;259;882;42696;4476;1;2;8162;3;1;2;814;47;0;0;22302;2594;0;0;31554;4021;0;0;17089;1724;0;0;31506;5023;0;0;66460;6389;0;1;69194;3399;0;0;19644;1183;0;0;12056;806;;0;47029;3730;0;0;4028;203;0;0;3386;143;0;0;4102;263;0;0;1927;95;0;0;10131;1110;0;0;4976;341;0;0;1084;30;3;3;509;2;0;0;5734;188;;0;5256;204;0;0;3844;224;;0;5546;300
2020-01-25;26;441;1323;44724;4345;0;2;8236;7;0;2;824;46;3;3;25233;2907;0;0;36508;4342;0;0;19522;1977;0;0;35713;5135;0;0;75641;7048;1;2;85991;4490;0;0;20610;1126;0;0;13717;911;;0;52167;4033;0;0;4435;243;0;0;3757;160;0;0;4226;274;0;0;2176;101;0;0;11917;1265;1;1;5224;391;0;0;1086;25;0;3;558;2;0;0;6412;225;;0;5897;230;0;0;4219;258;;0;5972;304
2020-01-26;27;665;1988;59865;4259;1;3;8320;18;1;3;829;47;0;3;29155;3302;0;0;42288;4441;0;0;22141;2213;0;0;41035;5381;0;0;83885;7448;0;2;104686;5969;0;0;21638;1100;0;0;15927;982;;0;56956;4270;0;0;4947;256;0;0;4077;181;0;0;4447;281;0;0;2308;123;0;0;13584;1483;3;4;5548;326;0;0;1094;22;1;4;568;2;0;0;7447;290;;0;6848;270;0;0;4661;276;;0;6501;322
2020-01-27;28;787;2775;64021;4219;1;4;8413;45;0;3;873;44;0;3;32964;3451;0;0;48582;4646;0;0;25150;2439;0;0;47021;5525;0;0;90309;7670;3;5;124665;6972;0;0;23049;1151;0;0;17857;1068;;0;61049;4405;0;0;5466;287;0;0;4369;198;0;0;4665;265;0;0;2487;132;0;0;15770;1712;0;4;5687;311;0;0;1098;18;0;4;594;1;0;0;8356;342;;0;7519;431;0;0;5014;308;;0;6927;333
2020-01-28;29;1753;4528;66559;2112;0;4;8565;82;1;4;950;37;0;3;37575;3528;1;1;52547;4672;0;0;29474;2849;0;0;53578;5643;0;0;96122;7837;0;5;143025;8540;0;0;24811;1235;0;0;19638;1143;;0;65111;4429;0;0;6078;309;0;0;4681;216;0;0;4935;269;0;0;2605;149;0;0;18328;1944;0;4;5744;294;0;0;1105;16;1;5;732;1;0;0;9152;428;;0;7519;549;0;0;5399;333;;0;7213;338
2020-01-29;30;1466;5994;68566;1646;0;4;8652;105;3;7;1007;36;1;4;40174;4261;3;4;57298;5116;0;0;33718;3151;0;0;59138;5640;0;0;104267;7902;0;5;164620;10249;0;0;27017;1379;0;0;20727;1299;;0;69392;4452;0;0;6443;348;0;0;5071;244;0;0;5208;250;0;0;2769;155;0;0;21102;2260;0;4;5844;310;0;0;1107;13;2;7;803;2;0;0;10363;453;;0;10303;615;0;0;5847;360;;0;7525;340
2020-01-30;31;1740;7734;70618;1401;0;4;8799;123;4;11;1046;39;1;5;44550;4537;0;4;61913;5288;0;0;38168;3375;0;0;63927;5556;0;0;111680;7739;0;5;189618;12152;0;0;29406;1571;0;0;22169;1421;;0;74193;4559;0;0;6830;380;0;0;5402;268;0;0;5510;254;1;1;2905;165;0;0;24490;2544;2;6;5956;268;0;0;1112;10;3;10;844;2;1;1;11438;542;;0;11475;729;0;0;6297;368;;0;7917;359
2020-01-31;32;1980;9714;72508;1207;3;7;8897;157;3;14;1089;39;1;6;52128;4279;1;5;67366;5344;2;2;41903;3545;3;3;69176;5507;0;0;119263;7543;1;6;216721;13988;0;0;32332;1813;0;0;23430;1512;;0;78546;4502;0;0;7206;433;0;0;5635;282;0;0;5640;232;0;1;2974;146;0;0;27938;2870;1;7;6052;236;0;0;1112;8;3;13;844;2;0;1;12380;538;;0;12491;748;0;0;6875;373;;0;8273;367
2020-02-01;33;2095;11809;74258;945;5;12;8961;216;1;15;1128;38;0;6;56989;4482;2;7;73522;5314;0;2;47806;4041;0;3;74386;5402;1;1;126535;7271;1;7;245540;15403;0;0;35408;2114;0;0;25262;1493;;0;82329;4309;1;1;7693;428;0;0;5819;301;0;0;5755;238;0;1;3064;150;2;2;32008;3316;2;9;6152;184;0;0;1114;7;3;16;879;2;0;1;13387;587;;0;13489;708;0;0;7497;381;;0;8807;395
2020-02-02;34;2590;14399;74652;749;3;15;9037;267;4;19;1193;39;0;6;59105;4433;1;8;79696;5595;0;2;51608;4210;0;3;80539;5231;0;1;133198;7045;1;8;277965;16883;0;0;38309;2382;0;0;28320;1577;;0;86306;4193;0;1;8419;447;0;0;5996;316;0;0;5863;220;0;1;3161;127;0;2;36793;3869;2;11;6238;178;0;0;1117;6;2;18;1000;3;1;2;14378;649;;0;14420;1050;0;0;8261;408;;0;9252;395
2020-02-03;35;2812;17211;75543;557;0;15;9137;369;1;20;1268;43;0;6;64338;4329;1;9;85778;5442;0;2;55242;4299;0;3;86498;5170;0;1;138731;6917;3;11;312237;19198;0;0;41495;2635;0;0;30425;1625;;0;90980;4276;0;1;9141;454;0;0;6174;328;0;0;6010;218;0;1;3237;122;0;2;42853;4113;0;11;6289;154;0;0;1121;5;0;18;1049;3;0;2;15712;712;;0;15628;1019;0;0;8772;433;;0;9730;392
2020-02-04;36;3237;20448;76369;564;1;16;9241;418;0;20;1364;52;0;6;68605;4263;2;11;91714;5330;0;2;60733;4466;0;3;92472;4958;0;1;142398;6611;0;11;337635;21075;0;0;44606;2828;0;0;33682;1649;;0;95591;4354;0;1;9685;465;0;0;6318;321;0;0;6160;202;0;1;3369;107;0;2;47121;4523;0;11;6322;133;0;0;1122;5;0;18;1114;3;1;3;17265;726;;0;16325;1034;0;0;9501;468;;0;10088;387
2020-02-05;37;3872;24320;77016;483;2;18;9332;493;5;25;1499;56;0;6;70478;3720;0;11;95391;5123;0;2;65077;4480;0;3;97689;4761;0;1;147607;6191;0;11;368196;22793;0;0;47593;2939;0;0;36599;1770;;0;98674;4183;0;1;10151;496;0;0;6511;295;0;0;6244;192;0;1;3489;109;0;2;52763;4787;1;12;6366;99;0;0;1124;4;6;24;1189;3;0;3;18600;849;;0;17837;1085;0;0;10544;514;;0;10507;400
2020-02-06;38;3727;28047;77234;427;5;23;9478;560;0;25;1693;59;0;6;74390;3580;0;11;99225;4954;0;2;70272;4586;0;3;101739;4594;0;1;153190;5930;1;12;398809;24754;0;0;50468;3009;0;0;38654;1795;;0;101790;3942;0;1;10483;525;0;0;6681;274;0;0;6320;175;0;1;3681;103;0;2;57999;4976;1;13;6416;86;0;0;1126;4;4;28;1309;5;0;3;19984;892;;0;19250;1082;0;0;11633;537;;0;10832;390
2020-02-07;39;3160;31207;77749;416;1;24;9583;597;0;25;1866;70;0;6;78167;3890;1;12;103228;4833;1;3;78991;5298;0;3;105792;4466;0;1;158935;5667;0;12;432132;26796;0;0;50468;2591;0;0;40581;2006;;0;104912;3767;0;1;10948;515;0;0;6879;258;0;0;6415;148;0;1;3783;111;0;2;62773;5231;1;14;6458;83;0;0;1129;3;2;30;1375;5;0;3;21393;949;;0;20914;1158;0;0;12872;586;;0;11296;405
2020-02-08;40;3418;34625;78159;414;0;24;9661;596;0;25;1953;92;5;11;82048;3763;1;13;108202;4554;0;3;84279;5210;0;3;110574;4401;0;1;163472;5277;0;12;466033;27801;0;0;55743;2905;0;0;43079;2267;;0;107773;3635;0;1;11445;530;0;0;7073;234;0;0;6488;116;0;1;3868;116;0;2;68622;5399;0;14;6497;75;0;0;1132;3;3;33;1481;6;0;3;23077;996;;0;21648;1258;0;0;13842;671;;0;11812;393
2020-02-09;41;2607;37232;78598;359;1;25;9786;609;0;25;1953;111;0;11;86334;3598;0;13;113525;4109;1;4;88621;5288;0;3;115242;4256;0;1;168022;4975;0;12;501560;29082;0;0;58226;2845;0;0;45757;2355;;0;110130;3403;0;1;11927;522;0;0;7242;206;0;0;6566;111;0;1;4014;115;0;2;74588;5442;0;14;6533;66;0;0;1134;2;7;40;1623;7;0;3;24506;990;;0;25331;1076;0;0;14677;762;;0;12306;400
2020-02-10;42;2974;40206;78927;317;2;27;9786;548;0;25;2178;118;0;11;90676;3561;0;13;117658;3946;0;4;93873;5519;0;3;119827;4121;1;2;171921;4741;0;12;529951;29884;0;0;60500;2715;0;0;49492;2450;;0;112261;3040;0;1;12540;535;0;0;7384;183;0;0;6677;105;0;1;4129;122;0;2;80949;5718;0;14;6586;58;0;0;1136;2;3;43;1909;8;0;3;26496;1051;;0;27517;1111;0;0;15529;857;;0;12858;411
2020-02-11;43;2490;42696;79355;271;1;28;9976;515;0;25;2617;109;0;11;93790;3384;0;13;120479;3696;4;8;98476;5392;0;3;124632;4055;0;2;174951;4650;1;13;557571;30773;0;0;62589;2569;0;0;52995;2545;;0;114653;2723;0;1;13216;536;0;0;7515;178;0;0;6791;100;0;1;4284;127;0;2;87147;5828;0;14;6612;49;0;0;1137;2;2;45;1909;9;0;3;27892;1159;;0;28699;1203;0;0;16752;906;;0;13331;426
2020-02-12;44;2028;44724;79929;249;0;28;10062;453;0;25;2935;130;0;11;95403;3629;2;15;123016;3479;0;8;103093;5431;0;3;128948;3964;0;2;178067;4351;0;13;582594;31499;0;0;64586;2428;0;0;58509;2491;;0;117589;2702;0;1;13822;501;0;0;7695;179;0;0;6791;95;0;1;4395;131;0;2;93558;5914;0;14;6625;42;0;0;1137;2;2;47;2299;10;0;3;29435;1177;;0;31190;1166;0;0;17799;917;;0;13813;416
2020-02-13;45;15141;59865;80134;202;0;28;10156;386;4;29;3271;179;0;11;98076;3451;0;15;125098;3178;1;9;108692;5489;0;3;132547;3948;0;2;182491;4186;1;14;609516;31942;0;0;66220;2250;0;0;61888;2724;;0;120204;2631;0;1;14385;486;0;0;7912;178;0;0;6984;90;0;1;4475;129;0;2;99399;6246;0;14;6647;42;0;0;1138;3;3;50;2532;10;0;3;31332;1221;;0;33931;1559;0;0;19224;965;;0;14365;432
2020-02-14;46;4156;64021;80261;126;0;28;10237;347;1;30;3654;205;0;11;103573;3216;0;15;127584;2901;0;9;114217;5032;0;3;135586;3916;0;2;186311;3911;1;15;639664;31102;0;0;68192;2532;0;0;66501;2759;;0;122392;2497;0;1;14777;504;0;0;8073;173;0;0;7068;78;0;1;4576;113;0;2;106498;6544;1;15;6654;41;0;0;1139;2;8;58;2918;11;0;3;33050;1288;;0;36976;1698;0;0;20739;1036;;0;14885;429
2020-02-15;47;2538;66559;80380;104;0;28;10284;300;8;38;3817;225;0;11;106206;2654;0;15;130450;2826;0;9;120067;5113;0;3;139422;3853;0;2;190129;3808;0;15;671331;31419;0;0;70029;2041;0;0;71886;3130;;0;124375;2372;0;1;15322;524;0;0;8210;171;0;0;7113;95;0;1;4695;113;0;2;114431;7067;0;15;6667;37;0;0;1141;2;9;67;3252;11;0;3;35043;1384;;0;40459;1768;0;0;22088;1036;;0;16023;436
2020-02-16;48;2007;68566;80497;88;1;29;10331;242;14;52;3906;255;0;11;108847;2576;0;15;133830;2774;0;9;124743;5160;0;3;143626;3843;0;2;193965;3706;0;15;702164;30628;0;0;71686;1923;0;0;78162;3319;;0;126045;2274;0;1;16004;557;0;0;8445;169;0;0;7166;93;0;1;4740;118;0;2;124054;7677;0;15;6687;33;0;0;1142;2;5;72;3699;12;0;3;37336;1447;;0;42534;1908;0;0;23471;1084;;0;17008;447
