DateRep;Nombre de jours;Chine;Chine cumul;Chine 100;Chine moyenne;Corée;Corée cumul;Corée 100;Corée moyenne;Japon;Japon cumul;Japon 100;Japon moyenne;France;France cumul;France 100;France moyenne;Allemagne;Allemagne cumul;Allemagne 100;Allemagne moyenne;Royaume-Uni;Royaume-Uni cumul;Royaume-Uni 100;Royaume-Uni moyenne;Italie;Italie cumul;Italie 100;Italie moyenne;Espagne;Espagne cumul;Espagne 100;Espagne moyenne;États-Unis;États-Unis cumul;États-Unis 100;États-Unis moyenne;Iran;Iran cumul;Iran 100;Iran moyenne;Brésil;Brésil cumul;Brésil 100;Brésil moyenne;Turquie;Turquie cumul;Turquie 100;Turquie moyenne;Suède;Suède cumul;Suède 100;Suède moyenne;Danemark;Danemark cumul;Danemark 100;Danemark moyenne;Norvège;Norvège cumul;Norvège 100;Norvège moyenne;Finlande;Finlande cumul;Finlande 100;Finlande moyenne;Russie;Russie cumul;Russie 100;Russie moyenne;Australie;Australie cumul;Australie 100;Australie moyenne;Nouvelle-Zélande;Nouvelle-Zélande cumul;Nouvelle-Zélande 100;Nouvelle-Zélande moyenne;Singapour;Singapour cumul;Singapour 100;Singapour moyenne;Inde;Inde cumul;Inde 100;Inde moyenne;Pérou;Pérou cumul;Pérou 100;Pérou moyenne;Mexique;Mexique cumul;Mexique 100;Mexique moyenne;Chili;Chili cumul;Chili 100;Chili moyenne
2020-05-06;128;2;83968;84084;4;2;10806;12602;42;123;15354;18297;63;1104;132967;;;1037;164897;;;4406;194990;;;1075;213013;;;880;221124;;;23841;1204475;;;1323;99970;;;6935;114715;;;1832;129491;;;495;23216;;;151;9821;;;56;7903;;;85;5412;;;10102;155370;;;24;6849;;;1;1138;;;632;19410;;525;2958;49391;;;3817;51189;;;1120;26025;;;1373;22016;;
2020-05-07;129;2;83970;84095;6;4;10810;12653;45;109;15463;18390;65;4183;137150;;;1194;166091;;;6211;201201;;;1444;214457;;;921;222045;;;24128;1228603;;;1680;101650;;;10503;125218;;;2253;131744;;;702;23918;;;162;9983;;;50;7953;;;161;5573;;;10559;165929;;;26;6875;;;1;1139;;;788;20198;;475;3561;52952;;;3628;54817;;;1609;27634;;;1032;23048;;
2020-05-08;130;6;83976;84102;6;12;10822;12715;46;84;15547;;71;629;137779;;;1209;167300;;;5514;206715;;;1401;215858;;;1173;223218;;;28369;1256972;;;1485;103135;;;9888;135106;;;1977;133721;;;705;24623;;;100;10083;;;42;7995;;;100;5673;;;11231;177160;;;21;6896;;;2;1141;;;741;20939;;452;3390;56342;;;3709;58526;;;1982;29616;;;1533;24581;;
2020-05-09;131;0;83976;84103;7;18;10840;;41;81;15628;;84;642;138421;;;1251;168551;;;4649;211364;;;1327;217185;;;743;223961;;;26957;1283929;;;1556;104691;;;10222;145328;;;1848;135569;;;642;25265;;;135;10218;;;39;8034;;;65;5738;;;10699;187859;;;18;6914;;;1;1142;;;768;21707;;432;3320;59662;;;3321;61847;;;1906;31522;;;1391;25972;;
2020-05-10;132;15;83991;84106;7;34;10874;;38;119;15747;;;433;138854;;;667;169218;;;3896;215260;;;1083;218268;;;3416;227377;;;25612;1309541;;;1529;106220;;;10611;155939;;;1546;137115;;;656;25921;;;101;10319;;;35;8069;;;142;5880;;;10817;198676;;;15;6929;;;2;1144;;;753;22460;;429;3277;62939;;;3168;65015;;;1938;33460;;;1247;27219;;
2020-05-11;133;19;84010;84106;8;35;10909;;40;51;15798;;;209;139063;;;357;169575;;;3923;219183;;;802;219070;;;393;227770;;;20258;1329799;;;1383;107603;;;6760;162699;;;1542;138657;;;401;26322;;;110;10429;;;30;8099;;;82;5962;;;11012;209688;;;12;6941;;;3;1147;;;876;23336;;383;4213;67152;;;2292;67307;;;1562;35022;;;1647;28866;;
2020-05-12;134;1;84011;84123;8;27;10936;;44;76;15874;;;456;139519;;;933;170508;;;3877;223060;;;744;219814;;;482;228252;;;18117;1347916;;;1683;109286;;;5632;168331;;;1114;139771;;;348;26670;;;84;10513;;;7;8106;;;22;5984;;;11656;221344;;;7;6948;;;0;1147;;;451;23787;;366;3604;70756;;;1515;68822;;;1305;36327;;;1197;30063;;
2020-05-13;135;7;84018;84128;9;26;10962;;44;150;16024;;;708;140227;;;798;171306;;;3403;226463;;;1402;221216;;;439;228691;;;22048;1369964;;;1481;110767;;;9258;177589;;;1704;141475;;;602;27272;;;78;10591;;;29;8135;;;19;6003;;;10899;232243;;;16;6964;;;0;1147;;;884;24671;;352;3525;74281;;;3237;72059;;;1997;38324;;;1658;31721;;
2020-05-14;136;6;84024;84147;8;29;10991;;44;55;16079;;;507;140734;;;933;172239;;;3242;229705;;;888;222104;;;849;229540;;;20782;1390746;;;1958;112725;;;11385;188974;;;1639;143114;;;637;27909;;;76;10667;;;23;8158;;;51;6054;;;10028;242271;;;11;6975;;;0;1147;;;675;25346;;381;3722;78003;;;4247;76306;;;1862;40186;;;2660;34381;;
2020-05-15;137;5;84029;84154;8;27;11018;;45;114;16193;;;622;141356;;;913;173152;;;3446;233151;;;992;223096;;;643;230183;;;27143;1417889;;;1808;114533;;;13944;202918;;;1635;144749;;;673;28582;;;46;10713;;;17;8175;;;91;6145;;;9974;252245;;;14;6989;;;1;1148;;;752;26098;;381;3967;81970;;;4298;80604;;;2409;42595;;;2659;37040;;
2020-05-16;138;9;84038;84159;6;19;11037;;45;44;16237;;;563;141919;;;620;173772;;;3560;236711;;;789;223885;;;515;230698;;;25508;1443397;;;2102;116635;;;15305;218223;;;1708;146457;;;625;29207;;;78;10791;;;22;8197;;;83;6228;;;10598;262843;;;30;7019;;;0;1148;;;793;26891;;385;3970;85940;;;3891;84495;;;2437;45032;;;2502;39542;;
2020-05-17;139;6;84044;84160;6;13;11050;;48;48;16285;;;372;142291;;;583;174355;;;3450;240161;;;875;224760;;;652;231350;;;24487;1467884;;;1757;118392;;;14919;233142;;;1610;148067;;;470;29677;;;67;10858;;;0;8197;;;58;6286;;;9200;272043;;;17;7036;;;1;1149;;;465;27356;;360;4987;90927;;;4046;88541;;;2112;47144;;;1886;41428;;
2020-05-18;140;10;84054;84171;6;15;11065;;47;20;16305;;;120;142411;;;342;174697;;;3534;243695;;;675;225435;;;256;231606;;;18873;1486757;;;1806;120198;;;7938;241080;;;1368;149435;;;466;30143;;;69;10927;;;0;8197;;;61;6347;;;9709;281752;;;9;7045;;;0;1149;;;682;28038;;351;5242;96169;;;3732;92273;;;2075;49219;;;2353;43781;;
2020-05-19;141;9;84063;84177;7;13;11078;;44;60;16365;;;492;142903;;;513;175210;;;2711;246406;;;451;225886;;;431;232037;;;21841;1508598;;;2294;122492;;;13140;254220;;;1158;150593;;;234;30377;;;41;10968;;;52;8249;;;33;6380;;;8926;290678;;;15;7060;;;4;1153;;;305;28343;;322;4970;101139;;;2660;94933;;;2414;51633;;;2278;46059;;
2020-05-20;142;2;84065;84186;6;32;11110;;44;20;16385;;;524;143427;;;797;176007;;;2412;248818;;;813;226699;;;518;232555;;;19970;1528568;;;2111;124603;;;17408;271628;;;1022;151615;;;422;30799;;;76;11044;;;8;8257;;;19;6399;;;9263;299941;;;8;7068;;;0;1153;;;451;28794;;298;5611;106750;;;4550;99483;;;2713;54346;;;3520;49579;;
2020-05-21;143;2;84067;84191;7;12;11122;;43;39;16424;;;418;143845;;;745;176752;;;-525;248293;;;665;227364;;;482;233037;;;23285;1551853;;;2346;126949;;;19951;291579;;;972;152587;;;724;31523;;;73;11117;;;11;8268;;;44;6443;;;8764;308705;;;11;7079;;;0;1153;;;570;29364;;252;5609;112359;;;4537;104020;;;2248;56594;;;4038;53617;;
2020-05-22;144;12;84079;84194;15;20;11142;;42;89;16513;;;318;144163;;;460;177212;;;2615;250908;;;642;228006;;;1787;234824;;;25434;1577287;;;2392;129341;;;18508;310087;;;961;153548;;;649;32172;;;65;11182;;;0;8268;;;50;6493;;;8849;317554;;;2;7081;;;1;1154;;;448;29812;;234;6088;118447;;;4749;108769;;;2973;59567;;;3964;57581;;
2020-05-23;145;2;84081;84198;21;23;11165;;44;23;16536;;;403;144566;;;638;177850;;;3287;254195;;;652;228658;;;466;235290;;;24147;1601434;;;2311;131652;;;20803;330890;;;952;154500;;;637;32809;;;48;11230;;;41;8309;;;44;6537;;;8894;326448;;;14;7095;;;0;1154;;;614;30426;;213;6654;125101;;;2929;111698;;;2960;62527;;;4276;61857;;
2020-05-24;146;3;84084;84209;26;25;11190;;43;14;16550;;;240;144806;;;431;178281;;;2959;257154;;;669;229327;;;482;235772;;;21236;1622670;;;1869;133521;;;16508;347398;;;1186;155686;;;379;33188;;;59;11289;;;0;8309;;;31;6568;;;9434;335882;;;11;7106;;;0;1154;;;642;31068;;214;6767;131868;;;4056;115754;;;3329;65856;;;3536;65393;;
2020-05-25;147;11;84095;84216;32;16;11206;;46;31;16581;;;115;144921;;;289;178570;;;2405;259559;;;531;229858;;;-372;235400;;;20568;1643238;;;2180;135701;;;15813;363211;;;1141;156827;;;271;33459;;;71;11360;;;0;8309;;;11;6579;;;8599;344481;;;3;7109;;;0;1154;;;548;31616;;209;6977;138845;;;4205;119959;;;2764;68620;;;3709;69102;;
2020-05-26;148;7;84102;84228;36;19;11225;;48;42;16623;;;358;145279;;;432;179002;;;1625;261184;;;300;230158;;;859;236259;;;19064;1662302;;;2023;137724;;;11687;374898;;;987;157814;;;384;33843;;;27;11387;;;43;8352;;;20;6599;;;8946;353427;;;9;7118;;;0;1154;;;344;31960;;201;6535;145380;;;4020;123979;;;2485;71105;;;4895;73997;;
2020-05-27;149;1;84103;84288;40;40;11265;;45;28;16651;;;276;145555;;;362;179364;;;4043;265227;;;397;230555;;;510;236769;;;18910;1681212;;;1787;139511;;;16324;391222;;;948;158762;;;597;34440;;;41;11428;;;12;8364;;;29;6628;;;8915;362342;;;15;7133;;;0;1154;;;383;32343;;180;6387;151767;;;5772;129751;;;3455;74560;;;3964;77961;;
2020-05-28;150;3;84106;84335;42;79;11344;;47;0;16651;;;191;145746;;;353;179717;;;2013;267240;;;584;231139;;;1137;237906;;;18721;1699933;;;2080;141591;;;20599;411821;;;1035;159797;;;648;35088;;;52;11480;;;19;8383;;;64;6692;;;8338;370680;;;6;7139;;;0;1154;;;533;32876;;191;6566;158333;;;6154;135905;;;3463;78023;;;4328;82289;;
2020-05-29;151;0;84106;84378;38;58;11402;;48;68;16719;;;3325;149071;;;741;180458;;;1887;269127;;;593;231732;;;658;238564;;;21817;1721750;;;2258;143849;;;26417;438238;;;1182;160979;;;639;35727;;;32;11512;;;18;8401;;;51;6743;;;8371;379051;;;11;7150;;;0;1154;;;373;33249;;202;7466;165799;;;5874;141779;;;3377;81400;;;4654;86943;;
2020-05-30;152;17;84123;84422;34;39;11441;;44;85;16804;;;597;149668;;;738;181196;;;2095;271222;;;516;232248;;;664;239228;;;25337;1747087;;;2819;146668;;;26928;465166;;;1141;162120;;;749;36476;;;81;11593;;;10;8411;;;33;6776;;;8572;387623;;;23;7173;;;0;1154;;;611;33860;;;7964;173763;;;6506;148285;;;3227;84627;;;3695;90638;;
2020-05-31;153;5;84128;84458;35;27;11468;;42;47;16851;;;1828;151496;;;286;181482;;;1604;272826;;;416;232664;;;201;239429;;;23297;1770384;;;2282;148950;;;33274;498440;;;983;163103;;;637;37113;;;40;11633;;;0;8411;;;50;6826;;;8952;396575;;;12;7185;;;0;1154;;;506;34366;;;8380;182143;;;7386;155671;;;2885;87512;;;4220;94858;;
2020-06-01;154;19;84147;84494;33;35;11503;;40;33;16884;;;257;151753;;;333;181815;;;1936;274762;;;355;233019;;;209;239638;;;19807;1790191;;;2516;151466;;;16409;514849;;;839;163942;;;429;37542;;;36;11669;;;0;8411;;;33;6859;;;9268;405843;;;10;7195;;;0;1154;;;518;34884;;;8392;190535;;;8805;164476;;;3152;90664;;;4830;99688;;
2020-06-02;155;7;84154;84524;31;38;11541;;42;46;16930;;;338;152091;;;213;182028;;;1570;276332;;;178;233197;;;294;239932;;;21086;1811277;;;2979;154445;;;11598;526447;;;827;164769;;;272;37814;;;30;11699;;;0;8411;;;26;6885;;;9035;414878;;;9;7204;;;0;1154;;;408;35292;;;8171;198706;;;5563;170039;;;2771;93435;;;5471;105159;;
2020-06-03;156;5;84159;84553;30;49;11590;;;56;16986;;;-766;151325;;;342;182370;;;1653;277985;;;318;233515;;;394;240326;;;20544;1831821;;;3117;157562;;;28936;555383;;;786;165555;;;775;38589;;;35;11734;;;35;8446;;;2;6887;;;8863;423741;;;17;7221;;;0;1154;;;544;35836;;;8909;207615;;;0;170039;;;3891;97326;;;3527;108686;;
2020-06-04;157;1;84160;84572;29;39;11629;;;32;17018;;;352;151677;;;394;182764;;;1871;279856;;;321;233836;;;334;240660;;;19699;1851520;;;3134;160696;;;28633;584016;;;867;166422;;;2214;40803;;;37;11771;;;0;8446;;;24;6911;;;8536;432277;;;8;7229;;;0;1154;;;569;36405;;;9304;216919;;;8875;178914;;;3912;101238;;;4942;113628;;
2020-06-05;158;11;84171;84624;27;39;11668;;;46;17064;;;767;152444;;;507;183271;;;1805;281661;;;177;234013;;;318;240978;;;21140;1872660;;;3574;164270;;;30916;614932;;;988;167410;;;1080;41883;;;40;11811;;;31;8477;;;0;6911;;;8831;441108;;;11;7240;;;0;1154;;;517;36922;;;9851;226770;;;4284;183198;;;4442;105680;;;4664;118292;;
2020-06-06;159;6;84177;84653;;51;11719;;;39;17103;;;611;153055;;;407;183678;;;1650;283311;;;518;234531;;;332;241310;;;25178;1897838;;;2886;167156;;;30830;645762;;;930;168340;;;1056;42939;;;64;11875;;;27;8504;;;30;6941;;;8726;449834;;;11;7251;;;0;1154;;;261;37183;;;9887;236657;;;4202;187400;;;4346;110026;;;4207;122499;;
2020-06-07;160;9;84186;84673;;57;11776;;;38;17141;;;579;153634;;;301;183979;;;1557;284868;;;270;234801;;;240;241550;;;22223;1920061;;;2269;169425;;;27075;672837;;;878;169218;;;948;43887;;;49;11924;;;0;8504;;;23;6964;;;8855;458689;;;4;7255;;;0;1154;;;344;37527;;;9971;246628;;;4358;191758;;;3593;113619;;;5246;127745;;
2020-06-08;161;5;84191;84701;;38;11814;;;33;17174;;;343;153977;;;214;184193;;;1326;286194;;;197;234998;;;167;241717;;;22302;1942363;;;2364;171789;;;18921;691758;;;914;170132;;;843;44730;;;24;11948;;;0;8504;;;17;6981;;;8984;467673;;;5;7260;;;0;1154;;;383;37910;;;9983;256611;;;4757;196515;;;3484;117103;;;6405;134150;;
2020-06-09;162;3;84194;84725;;38;11852;;;36;17210;;;211;154188;;;350;184543;;;1205;287399;;;280;235278;;;249;241966;;;18822;1961185;;;2043;173832;;;15654;707412;;;989;171121;;;403;45133;;;14;11962;;;43;8547;;;20;7001;;;8985;476658;;;5;7265;;;0;1154;;;386;38296;;;9987;266598;;;3181;199696;;;2999;120102;;;4696;138846;;
2020-06-10;163;4;84198;84743;;50;11902;;;41;17251;;;403;154591;;;318;184861;;;1741;289140;;;283;235561;;;314;242280;;;18665;1979850;;;2095;175927;;;32091;739503;;;993;172114;;;791;45924;;;39;12001;;;16;8563;;;24;7025;;;8595;485253;;;2;7267;;;0;1154;;;218;38514;;;9985;276583;;;4040;203736;;;4199;124301;;;3913;142759;;
2020-06-11;164;11;84209;;;45;11947;;;41;17292;;;545;155136;;;555;185416;;;1003;290143;;;202;235763;;;427;242707;;;20614;2000464;;;2011;177938;;;32913;772416;;;922;173036;;;890;46814;;;15;12016;;;13;8576;;;15;7040;;;8404;493657;;;9;7276;;;0;1154;;;451;38965;;;9996;286579;;;5087;208823;;;4883;129184;;;5737;148496;;
2020-06-12;165;7;84216;;;56;12003;;;40;17332;;;425;155561;;;258;185674;;;1266;291409;;;379;236142;;;502;243209;;;22883;2023347;;;2238;180176;;;30412;802828;;;987;174023;;;1474;48288;;;19;12035;;;18;8594;;;24;7064;;;8779;502436;;;9;7285;;;0;1154;;;422;39387;;;10956;297535;;;5965;214788;;;4790;133974;;;5596;154092;;
2020-06-13;166;12;84228;;;48;12051;;;50;17382;;;726;156287;;;348;186022;;;1541;292950;;;163;236305;;;396;243605;;;25639;2048986;;;2369;182545;;;25982;828810;;;1195;175218;;;1396;49684;;;64;12099;;;12;8606;;;9;7073;;;8987;511423;;;5;7290;;;0;1154;;;463;39850;;;11458;308993;;;5961;220749;;;5222;139196;;;6754;160846;;
2020-06-14;167;60;84288;;;33;12084;;;47;17429;;;526;156813;;;247;186269;;;1425;294375;;;346;236651;;;323;243928;;;25540;2074526;;;2410;184955;;;21704;850514;;;1459;176677;;;1247;50931;;;40;12139;;;0;8606;;;14;7087;;;8706;520129;;;12;7302;;;0;1154;;;347;40197;;;11929;320922;;;4383;225132;;;3494;142690;;;6509;167355;;
2020-06-15;168;47;84335;;;37;12121;;;73;17502;;;407;157220;;;192;186461;;;1514;295889;;;338;236989;;;181;244109;;;19543;2094069;;;2472;187427;;;17110;867624;;;1562;178239;;;683;51614;;;54;12193;;;0;8606;;;17;7104;;;8835;528964;;;18;7320;;;0;1154;;;407;40604;;;11502;332424;;;4604;229736;;;4147;146837;;;6938;174293;;
2020-06-16;169;43;84378;;;34;12155;;;85;17587;;;152;157372;;;378;186839;;;968;296857;;;301;237290;;;219;244328;;;19957;2114026;;;2449;189876;;;20647;888271;;;1592;179831;;;769;52383;;;24;12217;;;25;8631;;;4;7108;;;8246;537210;;;15;7335;;;2;1156;;;214;40818;;;10667;343091;;;3256;232992;;;3427;150264;;;5143;179436;;
2020-06-17;170;44;84422;;;43;12198;;;41;17628;;;344;157716;;;345;187184;;;1279;298136;;;210;237500;;;355;244683;;;23705;2137731;;;2563;192439;;;34918;923189;;;1467;181298;;;940;53323;;;33;12250;;;0;8631;;;4;7112;;;8248;545458;;;12;7347;;;0;1156;;;151;40969;;;10974;354065;;;4164;237156;;;4599;154863;;;5013;184449;;
2020-06-18;171;36;84458;;;59;12257;;;40;17668;;;458;158174;;;580;187764;;;1115;299251;;;328;237828;;;585;245268;;;25559;2163290;;;2612;195051;;;32188;955377;;;1429;182727;;;1239;54562;;;44;12294;;;29;8660;;;5;7117;;;7843;553301;;;23;7370;;;1;1157;;;247;41216;;;12881;366946;;;3752;240908;;;4930;159793;;;36179;220628;;
2020-06-19;172;36;84494;;;49;12306;;;72;17740;;;467;158641;;;770;188534;;;1218;300469;;;331;238159;;;307;245575;;;27762;2191052;;;2596;197647;;;22765;978142;;;1304;184031;;;1481;56043;;;50;12344;;;32;8692;;;0;7117;;;7790;561091;;;21;7391;;;0;1157;;;257;41473;;;13586;380532;;;3480;244388;;;5662;165455;;;4475;225103;;
2020-06-20;173;30;84524;;;67;12373;;;59;17799;;;811;159452;;;601;189135;;;1346;301815;;;-148;238011;;;363;245938;;;29909;2220961;;;2615;200262;;;54771;1032913;;;1214;185245;;;0;56043;;;47;12391;;;0;8692;;;16;7133;;;7972;569063;;;18;7409;;;2;1159;;;142;41615;;;14516;395048;;;3537;247925;;;5030;170485;;;6290;231393;;
2020-06-21;174;29;84553;;;48;12421;;;0;17799;;;641;160093;;;687;189822;;;1295;303110;;;264;238275;;;334;246272;;;34158;2255119;;;2322;202584;;;34666;1067579;;;1248;186493;;;0;56043;;;0;12391;;;16;8708;;;9;7142;;;7889;576952;;;27;7436;;;2;1161;;;218;41833;;;15413;410461;;;3413;251338;;;4717;175202;;;5355;236748;;
2020-06-22;175;19;84572;;;17;12438;;;117;17916;;;284;160377;;;537;190359;;;1221;304331;;;224;238499;;;232;246504;;;25793;2280912;;;2368;204952;;;17459;1085038;;;1192;187685;;;0;56043;;;0;12391;;;0;8708;;;1;7143;;;7728;584680;;;25;7461;;;2;1163;;;262;42095;;;14821;425282;;;3598;254936;;;5343;180545;;;5607;242355;;
2020-06-23;176;52;84624;;;46;12484;;;52;17968;;;373;160750;;;503;190862;;;958;305289;;;221;238720;;;248;246752;;;31390;2312302;;;2573;207525;;;21432;1106470;;;1212;188897;;;2889;58932;;;136;12527;;;37;8745;;;1;7144;;;7600;592280;;;13;7474;;;2;1165;;;218;42313;;;14933;440215;;;0;254936;;;4577;185122;;;4608;246963;;
2020-06-24;177;29;84653;;;51;12535;;;59;18027;;;517;161267;;;587;191449;;;921;306210;;;113;238833;;;334;247086;;;34720;2347022;;;2445;209970;;;39436;1145906;;;1268;190165;;;1905;60837;;;34;12561;;;6;8751;;;11;7155;;;7425;599705;;;18;7492;;;1;1166;;;119;42432;;;15968;456183;;;5874;260810;;;6288;191410;;;3804;250767;;
2020-06-25;178;20;84673;;;28;12563;;;83;18110;;;81;161348;;;630;192079;;;652;306862;;;577;239410;;;400;247486;;;34339;2381361;;;2531;212501;;;42725;1188631;;;1492;191657;;;1487;62324;;;54;12615;;;26;8777;;;12;7167;;;7176;606881;;;29;7521;;;3;1169;;;191;42623;;;16922;473105;;;3879;264689;;;5437;196847;;;3649;254416;;
2020-06-26;179;28;84701;;;39;12602;;;87;18197;;;0;161348;;;477;192556;;;1118;307980;;;296;239706;;;419;247905;;;40949;2422310;;;2595;215096;;;39483;1228114;;;1458;193115;;;1566;63890;;;21;12636;;;16;8793;;;5;7172;;;7113;613994;;;37;7558;;;1;1170;;;113;42736;;;17296;490401;;;3913;268602;;;6104;202951;;;4648;259064;;
2020-06-27;180;24;84725;;;51;12653;;;100;18297;;;1588;162936;;;687;193243;;;1380;309360;;;255;239961;;;564;248469;;;45527;2467837;;;2628;217724;;;46860;1274974;;;1396;194511;;;1247;65137;;;39;12675;;;22;8815;;;19;7191;;;6800;620794;;;37;7595;;;2;1172;;;219;42955;;;18552;508953;;;3762;272364;;;5441;208392;;;4296;263360;;
2020-06-28;181;18;84743;;;62;12715;;;93;18390;;;0;162936;;;256;193499;;;890;310250;;;175;240136;;;;248469;;;42486;2510323;;;2456;220180;;;38693;1313667;;;1372;195883;;;0;65137;;;0;12675;;;0;8815;;;0;7191;;;6852;627646;;;46;7641;;;4;1176;;;291;43246;;;19906;528859;;;3625;275989;;;4410;212802;;;4406;267766;;