,dateRep,continentExp,cases,deaths
1484,7/27/20,Pacifique occidental,3845,47
1485,7/28/20,Afrique,11811,351
1486,7/28/20,Amérique du Nord,61915,1429
1487,7/28/20,Amérique latine,46328,1346
1488,7/28/20,Asie du Sud-Est,52235,751
1489,7/28/20,Europe,24307,315
1490,7/28/20,Méditerranée orientale,12449,440
1491,7/28/20,Pacifique occidental,2862,24
1492,7/29/20,Afrique,12065,255
1493,7/29/20,Amérique du Nord,69325,2110
1494,7/29/20,Amérique latine,69291,1879
1495,7/29/20,Asie du Sud-Est,53676,867
1496,7/29/20,Europe,22523,590
1497,7/29/20,Méditerranée orientale,12913,447
1498,7/29/20,Pacifique occidental,4009,14
1499,7/3/20,Afrique,12501,155
1500,7/3/20,Amérique du Nord,60707,1408
1501,7/3/20,Amérique latine,67955,2066
1502,7/3/20,Asie du Sud-Est,27050,472
1503,7/3/20,Europe,20810,441
1504,7/3/20,Méditerranée orientale,18757,530
1505,7/3/20,Pacifique occidental,845,5
1506,7/30/20,Afrique,16651,327
1507,7/30/20,Amérique du Nord,81213,1947
1508,7/30/20,Amérique latine,100293,2655
1509,7/30/20,Asie du Sud-Est,57795,884
1510,7/30/20,Europe,25160,409
1511,7/30/20,Méditerranée orientale,13154,390
1512,7/30/20,Pacifique occidental,3845,30
1513,7/31/20,Afrique,15941,392
1514,7/31/20,Amérique du Nord,76091,2008
1515,7/31/20,Amérique latine,92616,2183
1516,7/31/20,Asie du Sud-Est,60112,914
1517,7/31/20,Europe,26122,391
1518,7/31/20,Méditerranée orientale,12966,458
1519,7/31/20,Pacifique occidental,6583,37
1520,7/4/20,Afrique,12882,149
1521,7/4/20,Amérique du Nord,61501,1369
1522,7/4/20,Amérique latine,63134,2015
1523,7/4/20,Asie du Sud-Est,27947,534
1524,7/4/20,Europe,18583,439
1525,7/4/20,Méditerranée orientale,19230,498
1526,7/4/20,Pacifique occidental,2247,8
1527,7/5/20,Afrique,13958,118
1528,7/5/20,Amérique du Nord,52361,776
1529,7/5/20,Amérique latine,56123,1832
1530,7/5/20,Asie du Sud-Est,29859,697
1531,7/5/20,Europe,18136,388
1532,7/5/20,Méditerranée orientale,18509,518
1533,7/5/20,Pacifique occidental,2118,10
1534,7/6/20,Afrique,12841,223
1535,7/6/20,Amérique du Nord,53995,554
1536,7/6/20,Amérique latine,46929,1205
1537,7/6/20,Asie du Sud-Est,28928,563
1538,7/6/20,Europe,17726,320
1539,7/6/20,Méditerranée orientale,17493,513
1540,7/6/20,Pacifique occidental,367,0
1541,7/7/20,Afrique,13509,174
1542,7/7/20,Amérique du Nord,55291,848
1543,7/7/20,Amérique latine,38340,1240
1544,7/7/20,Asie du Sud-Est,26870,583
1545,7/7/20,Europe,17859,430
1546,7/7/20,Méditerranée orientale,17100,549
1547,7/7/20,Pacifique occidental,5310,18
1548,7/8/20,Afrique,14739,274
1549,7/8/20,Amérique du Nord,63963,2087
1550,7/8/20,Amérique latine,64338,1931
1551,7/8/20,Asie du Sud-Est,27062,605
1552,7/8/20,Europe,17719,524
1553,7/8/20,Méditerranée orientale,16971,567
1554,7/8/20,Pacifique occidental,2150,8
1555,7/9/20,Afrique,12949,151
1556,7/9/20,Amérique du Nord,66168,1637
1557,7/9/20,Amérique latine,64424,1953
1558,7/9/20,Asie du Sud-Est,30716,584
1559,7/9/20,Europe,20524,473
1560,7/9/20,Méditerranée orientale,17650,471
1561,7/9/20,Pacifique occidental,3075,8
1562,8/1/20,Afrique,15633,274
1563,8/1/20,Amérique du Nord,75994,1938
1564,8/1/20,Amérique latine,87097,2218
1565,8/1/20,Asie du Sud-Est,62231,869
1566,8/1/20,Europe,21320,414
1567,8/1/20,Méditerranée orientale,10936,355
1568,8/1/20,Pacifique occidental,5851,55
1569,8/10/20,Afrique,10968,307
1570,8/10/20,Amérique du Nord,51468,810
1571,8/10/20,Amérique latine,57836,1476
1572,8/10/20,Asie du Sud-Est,66973,1108
1573,8/10/20,Europe,26561,677
1574,8/10/20,Méditerranée orientale,10584,353
1575,8/10/20,Pacifique occidental,5024,93
1576,8/11/20,Afrique,7434,271
1577,8/11/20,Amérique du Nord,55754,1234
1578,8/11/20,Amérique latine,50748,1531
1579,8/11/20,Asie du Sud-Est,58679,956
1580,8/11/20,Europe,28101,378
1581,8/11/20,Méditerranée orientale,11380,398
1582,8/11/20,Pacifique occidental,7670,49
1583,8/12/20,Afrique,6108,216
1584,8/12/20,Amérique du Nord,53788,2006
1585,8/12/20,Amérique latine,90919,2191
1586,8/12/20,Asie du Sud-Est,66370,931
1587,8/12/20,Europe,26587,322
1588,8/12/20,Méditerranée orientale,12914,420
1589,8/12/20,Pacifique occidental,4781,51
1590,8/13/20,Afrique,7394,364
1591,8/13/20,Amérique du Nord,62222,2242
1592,8/13/20,Amérique latine,95240,2314
1593,8/13/20,Asie du Sud-Est,72580,1072
1594,8/13/20,Europe,32787,403
1595,8/13/20,Méditerranée orientale,13274,383
1596,8/13/20,Pacifique occidental,5851,122
1597,8/14/20,Afrique,8379,346
1598,8/14/20,Amérique du Nord,58870,1719
1599,8/14/20,Amérique latine,99221,5912
1600,8/14/20,Asie du Sud-Est,69953,1120
1601,8/14/20,Europe,31046,408
1602,8/14/20,Méditerranée orientale,13722,358
1603,8/14/20,Pacifique occidental,5479,47
1604,8/15/20,Afrique,10859,373
1605,8/15/20,Amérique du Nord,70874,1956
1606,8/15/20,Amérique latine,90062,2046
1607,8/15/20,Asie du Sud-Est,70758,1088
1608,8/15/20,Europe,24106,385
1609,8/15/20,Méditerranée orientale,13267,349
1610,8/15/20,Pacifique occidental,8992,44
1611,8/16/20,Afrique,9058,185
1612,8/16/20,Amérique du Nord,54667,1674
1613,8/16/20,Amérique latine,82327,1743
1614,8/16/20,Asie du Sud-Est,69059,1031
1615,8/16/20,Europe,24411,501
1616,8/16/20,Méditerranée orientale,13940,355
1617,8/16/20,Pacifique occidental,6171,168
1618,8/17/20,Afrique,7805,242
1619,8/17/20,Amérique du Nord,46750,787
1620,8/17/20,Amérique latine,61767,1419
1621,8/17/20,Asie du Sud-Est,62846,1054
1622,8/17/20,Europe,36657,284
1623,8/17/20,Méditerranée orientale,12145,353
1624,8/17/20,Pacifique occidental,4391,94
1625,8/18/20,Afrique,6910,213
1626,8/18/20,Amérique du Nord,39412,717
1627,8/18/20,Amérique latine,46599,1497
1628,8/18/20,Asie du Sud-Est,60213,974
1629,8/18/20,Europe,25761,450
1630,8/18/20,Méditerranée orientale,12614,360
1631,8/18/20,Pacifique occidental,5037,59
1632,8/19/20,Afrique,6526,362
1633,8/19/20,Amérique du Nord,49879,2088
1634,8/19/20,Amérique latine,83075,2152
1635,8/19/20,Asie du Sud-Est,70600,1216
1636,8/19/20,Europe,27327,505
1637,8/19/20,Méditerranée orientale,10606,329
1638,8/19/20,Pacifique occidental,7011,39
1639,8/2/20,Afrique,17567,265
1640,8/2/20,Amérique du Nord,68250,1923
1641,8/2/20,Amérique latine,81817,1938
1642,8/2/20,Asie du Sud-Est,58971,937
1643,8/2/20,Europe,24488,327
1644,8/2/20,Méditerranée orientale,9252,337
1645,8/2/20,Pacifique occidental,7512,32
1646,8/20/20,Afrique,8786,272
1647,8/20/20,Amérique du Nord,53554,2067
1648,8/20/20,Amérique latine,90292,2252
1649,8/20/20,Asie du Sud-Est,75155,1093
1650,8/20/20,Europe,33674,447
1651,8/20/20,Méditerranée orientale,13852,277
1652,8/20/20,Pacifique occidental,6205,138
1653,8/21/20,Afrique,8762,280
1654,8/21/20,Amérique du Nord,51163,1708
1655,8/21/20,Amérique latine,81911,2234
1656,8/21/20,Asie du Sud-Est,74918,1102
1657,8/21/20,Europe,37064,390
1658,8/21/20,Méditerranée orientale,16220,520
1659,8/21/20,Pacifique occidental,6280,119
1660,8/22/20,Afrique,8037,282
1661,8/22/20,Amérique du Nord,56307,1665
1662,8/22/20,Amérique latine,67376,2109
1663,8/22/20,Asie du Sud-Est,75557,1078
1664,8/22/20,Europe,26733,342
1665,8/22/20,Méditerranée orientale,13110,310
1666,8/22/20,Pacifique occidental,6111,83
1667,8/23/20,Afrique,7805,203
1668,8/23/20,Amérique du Nord,51117,1607
1669,8/23/20,Amérique latine,88612,2039
1670,8/23/20,Asie du Sud-Est,74346,1063
1671,8/23/20,Europe,24961,357
1672,8/23/20,Méditerranée orientale,13242,327
1673,8/23/20,Pacifique occidental,6647,47
1674,8/24/20,Afrique,7378,129
1675,8/24/20,Amérique du Nord,38721,672
1676,8/24/20,Amérique latine,57181,1372
1677,8/24/20,Asie du Sud-Est,66382,959
1678,8/24/20,Europe,43063,-146
1679,8/24/20,Méditerranée orientale,8600,270
1680,8/24/20,Pacifique occidental,3023,54
1681,8/25/20,Afrique,5893,160
1682,8/25/20,Amérique du Nord,42590,803
1683,8/25/20,Amérique latine,47981,1510
1684,8/25/20,Asie du Sud-Est,66236,978
1685,8/25/20,Europe,29146,447
1686,8/25/20,Méditerranée orientale,12955,335
1687,8/25/20,Pacifique occidental,6657,44
1688,8/26/20,Afrique,5868,225
1689,8/26/20,Amérique du Nord,43357,1864
1690,8/26/20,Amérique latine,82246,2335
1691,8/26/20,Asie du Sud-Est,73193,1211
1692,8/26/20,Europe,33076,447
1693,8/26/20,Méditerranée orientale,13077,342
1694,8/26/20,Pacifique occidental,4256,54
1695,8/27/20,Afrique,6638,266
1696,8/27/20,Amérique du Nord,48563,1858
1697,8/27/20,Amérique latine,81693,2078
1698,8/27/20,Asie du Sud-Est,81755,1174
1699,8/27/20,Europe,38070,458
1700,8/27/20,Méditerranée orientale,13030,315
1701,8/27/20,Pacifique occidental,6926,145
1702,8/28/20,Afrique,6427,186
1703,8/28/20,Amérique du Nord,52366,1636
1704,8/28/20,Amérique latine,84623,2089
1705,8/28/20,Asie du Sud-Est,83687,1230
1706,8/28/20,Europe,36459,363
1707,8/28/20,Méditerranée orientale,14992,440
1708,8/28/20,Pacifique occidental,4856,138
1709,8/29/20,Afrique,5842,162
1710,8/29/20,Amérique du Nord,55988,1507
1711,8/29/20,Amérique latine,81474,1819
1712,8/29/20,Asie du Sud-Est,82796,1185
1713,8/29/20,Europe,32007,355
1714,8/29/20,Méditerranée orientale,12935,299
1715,8/29/20,Pacifique occidental,5557,130
1716,8/3/20,Afrique,11053,256
1717,8/3/20,Amérique du Nord,52649,691
1718,8/3/20,Amérique latine,58551,1398
1719,8/3/20,Asie du Sud-Est,55850,837
1720,8/3/20,Europe,26149,591
1721,8/3/20,Méditerranée orientale,10854,428
1722,8/3/20,Pacifique occidental,8186,32
1723,8/30/20,Afrique,6231,282
1724,8/30/20,Amérique du Nord,50432,1684
1725,8/30/20,Amérique latine,82761,1884
1726,8/30/20,Asie du Sud-Est,85292,1084
1727,8/30/20,Europe,27183,352
1728,8/30/20,Méditerranée orientale,12127,285
1729,8/30/20,Pacifique occidental,4985,126
1730,8/31/20,Afrique,6229,104
1731,8/31/20,Amérique du Nord,39977,633
1732,8/31/20,Amérique latine,49034,1135
1733,8/31/20,Asie du Sud-Est,84662,1109
1734,8/31/20,Europe,48245,355
1735,8/31/20,Méditerranée orientale,11727,307
1736,8/31/20,Pacifique occidental,5350,130
1737,8/4/20,Afrique,10087,294
1738,8/4/20,Amérique du Nord,50521,811
1739,8/4/20,Amérique latine,44608,1459
1740,8/4/20,Asie du Sud-Est,55640,900
1741,8/4/20,Europe,28186,293
1742,8/4/20,Méditerranée orientale,9873,401
1743,8/4/20,Pacifique occidental,5742,68
1744,8/5/20,Afrique,8346,418
1745,8/5/20,Amérique du Nord,64433,2271
1746,8/5/20,Amérique latine,80991,2159
1747,8/5/20,Asie du Sud-Est,56778,995
1748,8/5/20,Europe,25959,440
1749,8/5/20,Méditerranée orientale,10742,414
1750,8/5/20,Pacifique occidental,8423,33
1751,8/6/20,Afrique,13994,503
1752,8/6/20,Amérique du Nord,59338,2283
1753,8/6/20,Amérique latine,93675,2419
1754,8/6/20,Asie du Sud-Est,61288,1003
1755,8/6/20,Europe,30053,414
1756,8/6/20,Méditerranée orientale,12833,449
1757,8/6/20,Pacifique occidental,6423,29
1758,8/7/20,Afrique,13101,411
1759,8/7/20,Amérique du Nord,66719,2671
1760,8/7/20,Amérique latine,91566,2248
1761,8/7/20,Asie du Sud-Est,67863,999
1762,8/7/20,Europe,28557,335
1763,8/7/20,Méditerranée orientale,12143,183
1764,8/7/20,Pacifique occidental,5976,48
1765,8/8/20,Afrique,11467,374
1766,8/8/20,Amérique du Nord,65291,2050
1767,8/8/20,Amérique latine,88309,2065
1768,8/8/20,Asie du Sud-Est,67417,1037
1769,8/8/20,Europe,24436,377
1770,8/8/20,Méditerranée orientale,13153,528
1771,8/8/20,Pacifique occidental,5830,37
1772,8/9/20,Afrique,12288,368
1773,8/9/20,Amérique du Nord,62952,1770
1774,8/9/20,Amérique latine,84780,1799
1775,8/9/20,Asie du Sud-Est,69799,961
1776,8/9/20,Europe,21170,346
1777,8/9/20,Méditerranée orientale,11536,335
1778,8/9/20,Pacifique occidental,6193,55
1779,9/1/20,Afrique,4815,167
1780,9/1/20,Amérique du Nord,38577,794
1781,9/1/20,Amérique latine,73013,1336
1782,9/1/20,Asie du Sud-Est,76021,873
1783,9/1/20,Europe,34053,462
1784,9/1/20,Méditerranée orientale,11524,316
1785,9/1/20,Pacifique occidental,4503,105
1786,9/10/20,Afrique,5293,142
1787,9/10/20,Amérique du Nord,37120,1749
1788,9/10/20,Amérique latine,72646,1955
1789,9/10/20,Asie du Sud-Est,102259,1329
1790,9/10/20,Europe,46055,341
1791,9/10/20,Méditerranée orientale,15207,318
1792,9/10/20,Pacifique occidental,4150,97
1793,9/11/20,Afrique,4981,145
1794,9/11/20,Amérique du Nord,42994,1536
1795,9/11/20,Amérique latine,78227,1867
1796,9/11/20,Asie du Sud-Est,103891,1375
1797,9/11/20,Europe,59703,679
1798,9/11/20,Méditerranée orientale,15555,352
1799,9/11/20,Pacifique occidental,4936,99
1800,9/12/20,Afrique,4776,166
1801,9/12/20,Amérique du Nord,54698,1761
1802,9/12/20,Amérique latine,80191,1851
1803,9/12/20,Asie du Sud-Est,104845,1329
1804,9/12/20,Europe,39713,401
1805,9/12/20,Méditerranée orientale,15848,308
1806,9/12/20,Pacifique occidental,5253,70
1807,9/13/20,Afrique,4312,93
1808,9/13/20,Amérique du Nord,47009,1113
1809,9/13/20,Amérique latine,70621,1599
1810,9/13/20,Asie du Sud-Est,101122,1269
1811,9/13/20,Europe,43357,354
1812,9/13/20,Méditerranée orientale,14782,287
1813,9/13/20,Pacifique occidental,5894,213
1814,9/14/20,Afrique,3823,65
1815,9/14/20,Amérique du Nord,38797,596
1816,9/14/20,Amérique latine,49091,1043
1817,9/14/20,Asie du Sud-Est,98592,1258
1818,9/14/20,Europe,63041,494
1819,9/14/20,Méditerranée orientale,15175,328
1820,9/14/20,Pacifique occidental,4075,94
1821,9/15/20,Afrique,3107,102
1822,9/15/20,Amérique du Nord,39527,687
1823,9/15/20,Amérique latine,43277,1037
1824,9/15/20,Asie du Sud-Est,90320,1223
1825,9/15/20,Europe,45592,531
1826,9/15/20,Méditerranée orientale,15632,374
1827,9/15/20,Pacifique occidental,5408,281
1828,9/16/20,Afrique,3364,194
1829,9/16/20,Amérique du Nord,57037,2045
1830,9/16/20,Amérique latine,66127,1910
1831,9/16/20,Asie du Sud-Est,97254,1475
1832,9/16/20,Europe,59864,916
1833,9/16/20,Méditerranée orientale,16195,370
1834,9/16/20,Pacifique occidental,4323,45
1835,9/17/20,Afrique,4365,118
1836,9/17/20,Amérique du Nord,29986,1170
1837,9/17/20,Amérique latine,73953,1711
1838,9/17/20,Asie du Sud-Est,105368,1303
1839,9/17/20,Europe,57254,627
1840,9/17/20,Méditerranée orientale,16454,410
1841,9/17/20,Pacifique occidental,4457,96
1842,9/18/20,Afrique,4764,118
1843,9/18/20,Amérique du Nord,47869,1039
1844,9/18/20,Amérique latine,70564,1729
1845,9/18/20,Asie du Sud-Est,103388,1351
1846,9/18/20,Europe,66361,612
1847,9/18/20,Méditerranée orientale,17696,392
1848,9/18/20,Pacifique occidental,4221,77
1849,9/19/20,Afrique,4607,121
1850,9/19/20,Amérique du Nord,56094,1585
1851,9/19/20,Amérique latine,77213,1735
1852,9/19/20,Asie du Sud-Est,101199,1405
1853,9/19/20,Europe,50837,664
1854,9/19/20,Méditerranée orientale,16325,373
1855,9/19/20,Pacifique occidental,4120,69
1856,9/2/20,Afrique,5494,176
1857,9/2/20,Amérique du Nord,51592,1924
1858,9/2/20,Amérique latine,75722,2230
1859,9/2/20,Asie du Sud-Est,84450,1240
1860,9/2/20,Europe,34934,557
1861,9/2/20,Méditerranée orientale,11777,328
1862,9/2/20,Pacifique occidental,4577,57
1863,9/20/20,Afrique,4674,121
1864,9/20/20,Amérique du Nord,46325,1130
1865,9/20/20,Amérique latine,71266,1511
1866,9/20/20,Asie du Sud-Est,100276,1294
1867,9/20/20,Europe,50972,511
1868,9/20/20,Méditerranée orientale,16750,384
1869,9/20/20,Pacifique occidental,4830,118
1870,9/21/20,Afrique,4058,52
1871,9/21/20,Amérique du Nord,44269,492
1872,9/21/20,Amérique latine,45781,899
1873,9/21/20,Asie du Sud-Est,94442,1284
1874,9/21/20,Europe,76517,545
1875,9/21/20,Méditerranée orientale,17020,402
1876,9/21/20,Pacifique occidental,3523,62
1877,9/22/20,Afrique,3255,75
1878,9/22/20,Amérique du Nord,57836,587
1879,9/22/20,Amérique latine,48434,1419
1880,9/22/20,Asie du Sud-Est,82847,1240
1881,9/22/20,Europe,40372,415
1882,9/22/20,Méditerranée orientale,15314,379
1883,9/22/20,Pacifique occidental,4456,31
1884,9/3/20,Afrique,5485,174
1885,9/3/20,Amérique du Nord,44173,1633
1886,9/3/20,Amérique latine,83434,2225
1887,9/3/20,Asie du Sud-Est,90928,1201
1888,9/3/20,Europe,42463,467
1889,9/3/20,Méditerranée orientale,13513,328
1890,9/3/20,Pacifique occidental,3144,51
1891,9/4/20,Afrique,5354,240
1892,9/4/20,Amérique du Nord,42756,1572
1893,9/4/20,Amérique latine,79281,1691
1894,9/4/20,Asie du Sud-Est,90579,1269
1895,9/4/20,Europe,44181,595
1896,9/4/20,Méditerranée orientale,13528,331
1897,9/4/20,Pacifique occidental,3175,94
1898,9/5/20,Afrique,5758,168
1899,9/5/20,Amérique du Nord,57898,1490
1900,9/5/20,Amérique latine,88424,2015
1901,9/5/20,Asie du Sud-Est,93157,1214
1902,9/5/20,Europe,34428,340
1903,9/5/20,Méditerranée orientale,12979,279
1904,9/5/20,Pacifique occidental,813,79
1905,9/6/20,Afrique,4724,147
1906,9/6/20,Amérique du Nord,50830,1478
1907,9/6/20,Amérique latine,68219,1616
1908,9/6/20,Asie du Sud-Est,96998,1218
1909,9/6/20,Europe,35021,443
1910,9/6/20,Méditerranée orientale,16611,335
1911,9/6/20,Pacifique occidental,7322,126
1912,9/7/20,Afrique,4507,164
1913,9/7/20,Amérique du Nord,35569,409
1914,9/7/20,Amérique latine,37180,6517
1915,9/7/20,Asie du Sud-Est,97066,1112
1916,9/7/20,Europe,56393,343
1917,9/7/20,Méditerranée orientale,14403,388
1918,9/7/20,Pacifique occidental,3515,100
1919,9/8/20,Afrique,4191,158
1920,9/8/20,Amérique du Nord,27983,491
1921,9/8/20,Amérique latine,33538,1041
1922,9/8/20,Asie du Sud-Est,82103,1316
1923,9/8/20,Europe,41372,453
1924,9/8/20,Méditerranée orientale,15093,316
1925,9/8/20,Pacifique occidental,2101,46
1926,9/9/20,Afrique,4082,140
1927,9/9/20,Amérique du Nord,34079,1181
1928,9/9/20,Amérique latine,45031,1380
1929,9/9/20,Asie du Sud-Est,95836,1261
1930,9/9/20,Europe,46607,593
1931,9/9/20,Méditerranée orientale,14836,351
1932,9/9/20,Pacifique occidental,4175,58
